City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kurayoshi,JP,35.4333,133.8167,43.45,62,100,3.87,overcast clouds
346,Kristiansund,NO,63.1115,7.732,35.65,80,75,10.36,broken clouds
347,Pimenta Bueno,BR,-11.6725,-61.1936,82.63,83,100,4.0,overcast clouds
348,Acarau,BR,-2.8856,-40.12,74.25,93,100,14.56,overcast clouds
349,Zagan,PL,51.6176,15.3149,56.68,64,2,5.79,clear sky
350,Lagoa,PT,39.05,-27.9833,59.61,76,6,6.96,clear sky
351,Scarborough,GB,54.2797,-0.4044,49.64,91,100,1.99,overcast clouds
352,Sur,OM,22.5667,59.5289,80.89,49,1,4.92,clear sky
353,Sechura,PE,-5.5569,-80.8222,77.79,65,100,11.32,overcast clouds
354,Hambantota,LK,6.1241,81.1185,77.34,100,40,2.3,scattered clouds
355,Enshi,CN,30.3,109.4833,54.18,80,100,0.81,overcast clouds
356,Kidal,ML,18.4411,1.4078,87.19,6,5,11.34,clear sky
357,Serrana,BR,-21.2114,-47.5956,84.54,56,38,3.2,light rain
358,Campo Maior,BR,-4.8278,-42.1686,83.1,79,50,3.0,moderate rain
359,Sidi Ali,DZ,36.0998,0.4206,62.83,67,100,4.72,overcast clouds
360,Yulara,AU,-25.2406,130.9889,71.44,23,35,8.05,scattered clouds
361,Huarmey,PE,-10.0681,-78.1522,76.53,72,35,12.35,scattered clouds
362,Dire Dawa,ET,9.5931,41.8661,70.3,30,45,8.01,scattered clouds
363,Nouadhibou,MR,20.931,-17.0347,69.78,78,69,11.5,broken clouds
364,San Policarpo,PH,12.1791,125.5072,79.72,85,31,12.35,scattered clouds
365,Suksun,RU,57.1431,57.3949,20.05,93,100,8.52,overcast clouds
366,Fernie,CA,49.5,-115.0687,55.49,90,100,4.88,overcast clouds
367,Nizhniy Kuranakh,RU,58.8353,125.4869,14.83,96,100,4.12,light snow
368,Fare,PF,-16.7,-151.0167,82.04,74,59,15.35,broken clouds
369,Fortuna,US,40.5982,-124.1573,60.91,76,75,4.61,broken clouds
370,San Carlos,VE,9.6612,-68.5827,93.18,35,100,3.2,overcast clouds
371,Pisco,PE,-13.7,-76.2167,78.64,60,16,10.36,few clouds
372,San Cristobal,VE,7.7669,-72.225,83.3,43,100,7.45,overcast clouds
373,Shihezi,CN,44.3,86.0333,44.6,66,2,5.39,clear sky
374,Tarogong,ID,-7.1902,107.8874,72.63,94,100,1.88,overcast clouds
375,Honiara,SB,-9.4333,159.95,77.81,89,100,2.75,overcast clouds
376,Cabo San Lucas,MX,22.8909,-109.9124,87.1,54,1,1.99,clear sky
377,Bireun,ID,5.203,96.7009,79.38,83,22,5.35,few clouds
378,Kenai,US,60.5544,-151.2583,37.02,84,100,20.04,overcast clouds
379,Ghanzi,BW,-21.5667,21.7833,74.53,45,65,9.15,broken clouds
380,Pallisa,UG,1.145,33.7094,67.51,95,100,8.34,heavy intensity rain
381,Hofn,IS,64.2539,-15.2082,33.04,70,100,12.46,overcast clouds
382,Kismayo,SO,-0.3582,42.5454,81.32,77,3,13.67,clear sky
383,Gamba,GA,-2.65,10.0,74.84,97,100,2.73,heavy intensity rain
384,Ulaangom,MN,49.9811,92.0667,12.33,76,16,4.72,few clouds
385,Yokadouma,CM,3.5167,15.05,78.22,23,1,2.42,clear sky
386,Port Blair,IN,11.6667,92.75,80.73,80,47,7.27,scattered clouds
387,Kormilovka,RU,55.0026,74.1028,17.24,98,99,7.14,overcast clouds
388,Egvekinot,RU,66.3167,-179.1667,-6.57,90,13,9.66,few clouds
389,Bud,US,39.447,-86.1758,43.75,41,83,8.57,broken clouds
390,Sinnamary,GF,5.3833,-52.95,80.28,75,99,12.8,overcast clouds
391,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,84.16,64,99,8.01,overcast clouds
392,Nacozari,MX,25.3366,-108.2574,86.11,19,7,10.78,clear sky
393,Odweyne,SO,9.4092,45.064,73.02,24,99,21.99,overcast clouds
394,Port Said,EG,31.2565,32.2841,60.24,65,0,19.01,clear sky
395,Cabra,ES,37.4725,-4.4421,61.66,66,100,6.35,overcast clouds
396,Haines Junction,CA,60.7522,-137.5108,27.59,83,100,3.89,overcast clouds
397,Ashland,US,40.8167,-82.2665,27.97,59,100,17.96,overcast clouds
398,Prado,BR,-17.3411,-39.2208,82.31,68,54,7.02,broken clouds
399,Pringsewu,ID,-5.3582,104.9744,73.45,96,99,2.73,overcast clouds
400,Aswan,EG,24.0934,32.907,71.62,21,0,11.88,clear sky
401,Ust-Omchug,RU,61.15,149.6333,-6.38,99,100,5.41,overcast clouds
402,Fairbanks,US,64.8378,-147.7164,31.98,50,20,6.91,few clouds
403,Ust-Kut,RU,56.7938,105.7672,7.21,99,95,2.57,overcast clouds
404,Goderich,CA,43.7501,-81.7165,22.91,72,100,23.22,overcast clouds
405,Laguna,US,38.421,-121.4238,58.05,82,100,5.01,overcast clouds
406,Kavieng,PG,-2.5744,150.7967,81.34,78,99,5.77,light rain
407,Gladstone,AU,-23.85,151.25,67.93,83,0,5.75,clear sky
408,Kamenka,RU,51.3223,42.7678,33.21,76,100,21.56,overcast clouds
409,Hornepayne,CA,49.2138,-84.7705,17.87,51,79,9.6,broken clouds
410,Grindavik,IS,63.8424,-22.4338,41.47,75,100,13.8,overcast clouds
411,Tecoanapa,MX,16.5167,-98.75,85.62,46,96,11.03,overcast clouds
412,Antofagasta,CL,-23.65,-70.4,69.22,64,37,10.31,scattered clouds
413,Ambilobe,MG,-13.2,49.05,74.57,94,25,3.47,scattered clouds
414,Am Timan,TD,11.0297,20.2827,88.25,8,10,6.69,clear sky
415,Sola,VU,-13.8833,167.55,82.63,76,100,10.31,overcast clouds
416,Siderno,IT,38.2779,16.302,55.33,88,23,7.83,few clouds
417,Vila Velha,BR,-20.3297,-40.2925,82.94,77,64,8.01,broken clouds
418,High Level,CA,58.5169,-117.136,30.36,89,88,1.79,overcast clouds
419,Tomatlan,MX,19.9333,-105.25,92.62,21,13,9.69,few clouds
420,Kindu,CD,-2.95,25.95,72.09,96,98,1.68,light rain
421,Pevek,RU,69.7008,170.3133,-21.96,94,26,3.22,scattered clouds
422,Abeche,TD,13.8292,20.8324,80.1,8,12,14.81,few clouds
423,San Quintin,MX,30.4833,-115.95,63.32,69,100,8.84,overcast clouds
424,Karak,JO,31.1667,35.75,55.17,30,0,12.55,clear sky
425,Abu Samrah,SY,35.3029,37.1841,53.87,40,0,5.84,clear sky
426,Cintalapa,MX,16.6951,-93.7272,90.95,28,25,4.38,scattered clouds
427,Chifeng,CN,42.2683,118.9636,46.53,44,100,18.01,overcast clouds
428,Novi Pazar,RS,43.1367,20.5122,47.68,86,55,3.67,broken clouds
429,Vardo,NO,70.3705,31.1107,28.51,59,100,22.62,light snow
430,Agadez,NE,19.75,10.25,74.57,5,0,4.34,clear sky
431,Micheweni,TZ,-4.9667,39.8333,82.4,76,96,7.31,overcast clouds
432,Lavrentiya,RU,65.5833,-171.0,-1.53,92,33,4.59,scattered clouds
433,Darab,IR,28.7519,54.5444,60.19,14,0,0.31,clear sky
434,Anadyr,RU,64.75,177.4833,-18.0,75,100,1.99,overcast clouds
435,Erdenet,MN,49.0333,104.0833,16.79,65,13,3.15,few clouds
436,Mantenopolis,BR,-18.8625,-41.1228,82.35,56,49,3.91,scattered clouds
437,Huntsville,US,34.7304,-86.5861,61.29,31,75,9.22,broken clouds
438,Porto Walter,BR,-8.2686,-72.7439,79.9,92,87,4.14,overcast clouds
439,Florianopolis,BR,-27.6146,-48.5012,80.13,69,42,1.01,scattered clouds
440,Shunyi,CN,40.125,116.6453,53.55,43,0,8.99,clear sky
441,Quatre Cocos,MU,-20.2078,57.7625,77.09,74,2,7.07,clear sky
442,Manta,EC,-0.95,-80.7333,82.22,76,56,6.67,broken clouds
443,Inuvik,CA,68.3499,-133.7218,-7.67,94,54,2.64,broken clouds
444,Keshorai Patan,IN,25.3,75.9333,84.56,12,0,6.96,clear sky
445,Guanare,VE,9.0418,-69.7421,96.46,32,100,2.42,overcast clouds
446,Pacific Grove,US,36.6177,-121.9166,62.28,82,100,5.99,overcast clouds
447,Motygino,RU,58.1831,94.7592,-1.14,100,65,2.3,broken clouds
448,Suffolk,US,40.8668,-72.7996,33.01,43,100,21.99,overcast clouds
449,Shirokiy,RU,49.758,129.523,27.23,85,100,4.21,overcast clouds
450,Batyrevo,RU,55.0675,47.6111,22.24,88,100,13.09,overcast clouds
451,Latung,PH,5.5,120.8833,81.95,73,100,4.36,overcast clouds
452,Miramar,US,25.9873,-80.2323,85.03,42,0,9.22,clear sky
453,Kuryk,KZ,43.2,51.65,37.29,50,95,20.8,overcast clouds
454,Milkovo,RU,54.7167,158.6167,22.08,89,100,4.29,overcast clouds
455,Tyazhinskiy,RU,56.116,88.524,20.28,92,95,4.54,overcast clouds
456,La Palma,US,33.8464,-118.0467,61.09,91,100,16.11,light rain
457,Mosquera,CO,4.7059,-74.2302,62.58,73,100,3.04,overcast clouds
458,Yining,CN,29.0361,114.5636,52.25,95,1,3.31,clear sky
459,Valleyview,CA,55.0667,-117.2859,33.69,96,100,3.8,light snow
460,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.32,97,100,0.94,light rain
461,Sapozhok,RU,53.9419,40.6806,36.34,83,100,21.41,light rain
462,Wloszczowa,PL,50.8526,19.9659,54.18,58,0,7.76,clear sky
463,Padang,ID,-0.9492,100.3543,74.98,71,0,4.76,clear sky
464,Yaan,NG,7.3833,8.5667,88.52,9,83,3.22,broken clouds
465,Banting,MY,2.8167,101.5,82.53,95,64,3.42,broken clouds
466,Igrim,RU,63.1906,64.4162,30.51,97,100,6.24,overcast clouds
467,Chapais,CA,49.7834,-74.8492,12.24,79,100,12.19,overcast clouds
468,Aasiaat,GL,68.7098,-52.8699,29.12,82,11,3.29,few clouds
469,Mezen,RU,65.8522,44.24,5.36,96,76,4.99,broken clouds
470,Samarkand,UZ,39.6542,66.9597,45.82,87,15,2.3,few clouds
471,Morant Bay,JM,17.8815,-76.4093,87.71,62,100,16.89,overcast clouds
472,Maldonado,UY,-34.6667,-54.9167,79.23,32,2,6.06,clear sky
473,Sinaloa,MX,25.0,-107.5,92.39,12,0,5.91,clear sky
474,The Pas,CA,53.8251,-101.2541,25.95,72,100,9.84,overcast clouds
475,Mali,GN,12.079,-12.2982,80.24,21,30,3.67,scattered clouds
476,Maragogi,BR,-9.0122,-35.2225,81.79,76,67,10.76,broken clouds
477,Puerto Escondido,MX,15.85,-97.0667,87.87,45,43,8.75,scattered clouds
478,Kurchum,KZ,48.5722,83.6542,25.21,82,56,6.26,broken clouds
479,Avera,US,33.194,-82.5271,71.11,26,5,12.01,clear sky
480,Angoche,MZ,-16.2325,39.9086,78.13,86,21,9.04,few clouds
481,Hwange,ZW,-18.3693,26.5019,69.3,87,40,1.97,scattered clouds
482,Pangnirtung,CA,66.1451,-65.7125,22.05,82,2,1.36,clear sky
483,Irbil,IQ,36.1926,44.0106,48.87,58,0,3.42,clear sky
484,Gangtok,IN,27.3333,88.6167,58.96,68,98,1.25,overcast clouds
485,Port Hardy,CA,50.6996,-127.4199,44.78,93,100,4.61,overcast clouds
486,Andapa,MG,-14.65,49.65,69.58,99,49,1.14,scattered clouds
487,Nanortalik,GL,60.1432,-45.2371,34.11,78,53,3.85,broken clouds
488,La Ronge,CA,55.1001,-105.2842,21.42,68,100,11.5,light snow
489,Pembroke,CA,45.8168,-77.1162,18.66,56,100,12.06,overcast clouds
490,Kautokeino,NO,69.0125,23.0412,5.0,87,68,5.3,broken clouds
491,Minsk,BY,53.9,27.5667,47.95,69,90,19.48,overcast clouds
492,Alofi,NU,-19.0595,-169.9187,80.92,80,100,15.77,moderate rain
493,Sanok,PL,49.5557,22.2056,51.08,100,6,11.05,clear sky
494,Port Augusta,AU,-32.5,137.7667,65.52,72,0,8.95,clear sky
495,Ravenna,IT,44.4167,11.9833,56.61,88,0,6.33,clear sky
496,Suzaka,JP,36.65,138.3167,42.1,75,100,1.68,overcast clouds
497,Srednekolymsk,RU,67.45,153.6833,-18.29,100,50,3.51,scattered clouds
498,Krasnorechenskiy,RU,44.6265,135.3532,21.52,80,65,2.91,broken clouds
499,Baruun-Urt,MN,46.6806,113.2792,24.19,52,98,15.61,overcast clouds
500,Bagdarin,RU,54.4333,113.6,-2.52,89,3,5.12,clear sky
501,Tual,ID,-5.6667,132.75,82.63,76,100,12.84,overcast clouds
502,Kirakira,SB,-10.4544,161.9205,79.77,86,99,4.83,overcast clouds
503,Forst,DE,51.7333,14.6333,56.89,63,5,6.73,clear sky
504,Jacareacanga,BR,-6.2222,-57.7528,81.48,91,100,2.8,overcast clouds
505,Uberaba,BR,-19.7483,-47.9319,80.87,62,100,5.46,overcast clouds
506,Kasane,BW,-17.8167,25.15,66.63,92,12,5.61,few clouds
507,Lucapa,AO,-8.4192,20.7447,68.76,92,57,1.25,broken clouds
508,Bendigo,AU,-36.7667,144.2833,57.85,56,0,1.99,clear sky
509,Raudeberg,NO,61.9875,5.1352,38.07,78,90,19.48,overcast clouds
510,Polunochnoye,RU,60.8697,60.4153,19.6,98,100,2.91,overcast clouds
511,Sheridan,US,44.8333,-106.9173,75.45,32,0,4.61,clear sky
512,Alakurtti,RU,66.9672,30.3491,17.01,79,26,7.25,scattered clouds
513,Moose Factory,CA,51.2585,-80.6094,13.98,48,0,17.27,clear sky
514,Aksu,CN,41.1231,80.2644,54.28,33,100,8.48,overcast clouds
515,Pimentel,PE,-6.8367,-79.9342,72.99,76,94,10.54,overcast clouds
516,Remontnoye,RU,46.5614,43.6501,33.22,57,11,18.3,few clouds
517,Nyuksenitsa,RU,60.4128,44.2397,16.34,91,100,5.57,overcast clouds
518,Nampula,MZ,-15.1165,39.2666,70.05,99,46,4.03,scattered clouds
519,Kalaleh,IR,37.3807,55.4916,49.28,69,100,5.37,overcast clouds
520,Hinton,CA,53.4001,-117.5857,33.91,93,100,2.73,light snow
521,Paredon,MX,16.0333,-93.8667,88.25,43,100,11.79,overcast clouds
522,Peniche,PT,39.3558,-9.3811,66.29,64,100,10.87,light rain
523,Nipawin,CA,53.3668,-104.0009,27.34,87,100,8.81,overcast clouds
524,College,US,64.8569,-147.8028,33.75,47,75,8.05,broken clouds
525,Maneadero,MX,31.7167,-116.5667,67.1,58,46,8.01,scattered clouds
526,Mizdah,LY,31.4451,12.9801,66.33,41,7,9.91,clear sky
527,Kahului,US,20.8947,-156.47,78.84,66,58,5.01,broken clouds
528,Vuktyl,RU,63.8567,57.3094,12.4,96,98,6.33,overcast clouds
529,Tondano,ID,1.3038,124.9112,69.89,94,77,0.81,light rain
530,Ibatiba,BR,-20.2339,-41.5106,78.3,67,99,4.07,overcast clouds
531,Zawadzkie,PL,50.605,18.4847,58.98,64,3,5.91,clear sky
532,Sampit,ID,-2.5333,112.95,73.67,98,82,0.94,light rain
533,Sai Buri,TH,6.7013,101.6168,79.27,81,5,4.09,clear sky
534,Koslan,RU,63.4564,48.8989,-2.4,100,86,3.44,overcast clouds
535,Cockburn Town,TC,21.4612,-71.1419,80.56,50,20,9.22,few clouds
536,Svetlogorsk,BY,52.6333,29.7333,51.44,57,100,17.83,overcast clouds
537,Irtyshskiy,RU,58.3333,68.1333,32.63,96,100,15.68,overcast clouds
538,Bar Bigha,IN,25.2167,85.7333,77.09,12,5,4.12,clear sky
539,Tyukalinsk,RU,55.8732,72.1967,21.07,96,100,9.06,overcast clouds
540,Loikaw,MM,19.6742,97.2094,71.28,52,93,3.31,overcast clouds
541,Bubaque,GW,11.2833,-15.8333,76.75,74,2,23.24,clear sky
542,Canto Do Buriti,BR,-8.11,-42.9444,79.07,89,100,3.15,overcast clouds
543,Tahe,CN,52.3333,124.7333,17.24,80,8,8.08,clear sky
544,Port Hedland,AU,-20.3167,118.5667,80.65,83,100,6.91,overcast clouds
545,Demmin,DE,53.9076,13.0314,44.98,81,33,12.1,scattered clouds
546,Kartaly,RU,53.0522,60.6467,29.44,89,100,16.71,overcast clouds
547,Maceio,BR,-9.6658,-35.7353,83.64,69,40,13.8,scattered clouds
548,Kibondo,TZ,-3.5864,30.7203,62.65,90,81,1.48,broken clouds
549,Arlit,NE,18.7369,7.3853,83.93,5,70,12.41,broken clouds
550,Rockland,US,41.1668,-74.0496,31.1,37,100,1.01,overcast clouds
551,Chute-Aux-Outardes,CA,49.1168,-68.399,26.58,86,100,14.97,overcast clouds
552,Vasteras,SE,59.6162,16.5528,40.91,38,40,12.66,scattered clouds
553,Arganil,PT,40.2183,-8.054,62.56,59,100,6.67,overcast clouds
554,Kindberg,AT,47.5,15.45,55.44,73,71,3.67,broken clouds
555,Balikpapan,ID,-1.2675,116.8289,75.83,88,34,4.47,scattered clouds
556,Zheleznodorozhnyy,RU,55.7503,38.0042,39.38,97,100,17.83,light snow
557,Teresina,BR,-5.0892,-42.8019,80.31,83,75,6.91,broken clouds
558,Deputatskiy,RU,69.3,139.9,-15.72,96,61,2.53,broken clouds
559,San Jeronimo,PE,-11.9472,-75.2829,57.25,73,100,7.34,overcast clouds
560,Nioro,GM,13.35,-15.75,95.38,13,37,6.33,scattered clouds
561,Havoysund,NO,70.9963,24.6622,30.43,59,100,25.43,light snow
562,Kasama,ZM,-10.2129,31.1808,63.03,97,75,4.41,light rain
563,Mayo,US,38.8876,-76.5119,40.96,48,100,28.99,overcast clouds
564,Muros,ES,42.7762,-9.0603,62.83,64,100,4.45,overcast clouds
565,Tolaga Bay,NZ,-38.3667,178.3,64.27,94,83,8.12,broken clouds
566,Banjar,ID,-8.19,114.9675,77.58,88,56,2.48,broken clouds
567,Tabou,CI,4.423,-7.3528,81.41,83,100,3.85,overcast clouds
568,Arrecife,ES,28.963,-13.5477,66.18,88,75,24.16,broken clouds
569,Adre,TD,13.4667,22.2,75.96,9,18,17.4,few clouds
570,Viedma,AR,-40.8135,-62.9967,81.34,21,7,19.53,clear sky
571,Aksha,RU,50.2814,113.2867,15.4,62,3,5.79,clear sky
572,Kandrian,PG,-6.2167,149.55,77.85,85,100,10.04,overcast clouds
573,Chernyshevskiy,RU,63.0128,112.4714,-5.93,100,100,2.73,overcast clouds
574,Ouadda,CF,8.0777,22.4007,76.98,13,44,5.84,scattered clouds
575,Trairi,BR,-3.2778,-39.2689,75.43,95,100,11.07,overcast clouds
576,Banda Aceh,ID,5.5577,95.3222,80.15,78,8,2.98,clear sky
577,Ucluelet,CA,48.9329,-125.5528,52.11,92,55,1.01,broken clouds
578,Panaba,MX,21.2833,-88.2667,92.55,22,0,14.81,clear sky
579,Burhaniye,TR,39.5004,26.9727,51.71,66,0,3.44,clear sky
580,Husavik,IS,66.0449,-17.3389,28.49,66,73,6.91,broken clouds
581,Manyana,BW,-23.4,21.7167,72.93,43,0,6.76,clear sky
582,Tura,IN,25.5198,90.2201,71.29,51,4,4.61,clear sky
583,Marawi,PH,7.9986,124.2928,67.77,92,95,2.26,overcast clouds
584,Chepareria,KE,1.3077,35.2039,65.44,82,100,3.15,light rain
585,Severnyy,RU,50.677,36.5532,41.04,45,0,15.66,clear sky
586,Lugo,ES,43.0,-7.5,53.47,89,100,1.63,overcast clouds
587,Clermont,FR,49.5,2.4167,60.71,56,100,7.72,overcast clouds
588,Moron,AR,-34.6534,-58.6198,83.01,49,5,10.42,clear sky
589,Ozinki,RU,51.1786,49.6769,11.8,88,42,9.8,scattered clouds
590,Rawah,IQ,34.4816,41.9093,59.09,33,0,6.78,clear sky
591,Touros,BR,-5.1989,-35.4608,83.84,69,100,13.04,overcast clouds
592,Ancud,CL,-41.8697,-73.8203,52.23,76,68,16.46,light rain
593,Yumen,CN,40.2833,97.2,39.94,48,100,1.59,overcast clouds
594,Umba,RU,66.6871,34.3429,15.06,86,67,10.07,broken clouds
595,Bauchi,NG,10.5,10.0,77.43,11,6,4.61,clear sky
596,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.41,61,40,3.89,scattered clouds
597,Farah,AF,32.5,62.5,63.59,13,0,4.79,clear sky
598,Venado Tuerto,AR,-33.7456,-61.9688,80.76,34,99,15.59,overcast clouds
599,Gulf Gate Estates,US,27.2517,-82.5147,81.97,68,0,14.97,clear sky
600,Maraa,BR,-1.8333,-65.3667,74.14,99,100,1.86,moderate rain
601,Pitimbu,BR,-7.4706,-34.8086,84.79,71,15,11.5,few clouds
602,Kargopol,RU,61.5071,38.9456,18.73,92,100,8.16,overcast clouds
603,Renfrew,GB,55.872,-4.3925,54.97,56,93,10.36,overcast clouds
604,Russell,US,32.3502,-85.1999,74.48,32,0,5.75,clear sky
605,Newport,GB,51.5877,-2.9984,57.11,75,100,5.35,overcast clouds
606,Port-Cartier,CA,50.0334,-66.8654,32.76,98,100,2.82,light snow
607,Homer,US,59.6425,-151.5483,42.69,66,75,14.0,broken clouds
608,Bonavista,CA,48.6499,-53.1147,37.99,83,10,3.09,clear sky
609,Darnah,LY,32.767,22.6367,64.0,48,93,15.41,overcast clouds
610,Tubuala,PA,9.5167,-79.0333,80.13,84,100,15.84,overcast clouds
611,Grande Prairie,CA,55.1667,-118.8027,34.86,87,100,3.0,overcast clouds
612,Rovaniemi,FI,66.5,25.7167,18.81,62,0,6.91,clear sky
613,Korla,CN,41.7597,86.1469,50.32,35,99,2.59,overcast clouds
614,Komarno,SK,47.7636,18.1226,61.05,59,0,7.25,clear sky
615,Agua Dulce,MX,18.1333,-94.1333,76.78,67,53,7.94,broken clouds
616,Shadrinsk,RU,56.0852,63.6335,29.08,90,84,13.62,broken clouds
617,Altay,CN,47.8667,88.1167,22.82,66,13,7.83,few clouds
618,Santiago De Las Vegas,CU,22.97,-82.3869,82.02,48,40,17.27,scattered clouds
619,Emba,KZ,48.8264,58.1442,24.57,94,100,6.78,overcast clouds
620,Yevpatoriya,UA,45.1972,33.3558,43.39,63,0,15.41,clear sky
621,Hokitika,NZ,-42.7167,170.9667,58.77,87,100,2.46,overcast clouds
622,Wiwili,NI,13.6268,-85.8254,92.34,33,70,11.63,broken clouds
623,Finschhafen,PG,-6.6024,147.8681,79.2,85,100,9.01,heavy intensity rain
624,Tazovskiy,RU,67.4667,78.7,17.38,92,100,14.2,overcast clouds
625,Malindi,KE,-3.2175,40.1191,80.56,81,4,8.5,clear sky
626,Kanniyakumari,IN,8.0833,77.5667,82.08,79,3,9.55,clear sky
627,Kamaishi,JP,39.2667,141.8833,35.67,72,95,6.26,overcast clouds
628,Abu Dhabi,AE,24.4667,54.3667,71.71,64,0,11.5,clear sky
629,Hashtrud,IR,37.4779,47.0508,37.4,50,0,3.22,clear sky
630,Mulanje,MW,-16.0316,35.5,68.2,98,82,6.55,broken clouds
631,Podyuga,RU,61.095,40.8647,18.43,93,100,7.29,overcast clouds
632,Brazzaville,CG,-4.2658,15.2832,80.58,75,100,1.25,moderate rain
633,Bumba,CD,2.1833,22.4667,81.72,47,90,2.3,overcast clouds
634,Dothan,US,31.2232,-85.3905,81.86,41,0,14.97,clear sky
635,Ornskoldsvik,SE,63.2909,18.7153,22.15,86,75,4.61,broken clouds
636,Visnes,NO,59.3556,5.2242,41.05,70,0,18.41,clear sky
637,Lichinga,MZ,-13.3128,35.2406,66.29,100,40,9.22,scattered clouds
638,Saraza,PH,8.7356,117.78,77.94,85,100,5.59,overcast clouds
639,Fazalpur,PK,32.1833,75.0667,71.87,21,0,3.76,clear sky
640,Bhadrachalam,IN,17.6667,80.8833,83.46,62,6,6.11,clear sky
641,Great Yarmouth,GB,52.6083,1.7305,45.07,91,100,7.29,overcast clouds
642,Cordenons,IT,45.9836,12.6949,53.98,79,5,2.17,clear sky
643,Saint-Augustin,CA,51.226,-58.6502,32.79,100,100,6.46,overcast clouds
644,Lokosovo,RU,61.1333,74.8167,28.42,88,100,11.72,overcast clouds
645,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,89,40,11.5,scattered clouds
646,Labuhan,ID,-6.8844,112.2051,76.51,90,99,7.7,overcast clouds
647,Yasugi,JP,35.4333,133.25,45.64,59,100,7.0,overcast clouds
648,Solnechnyy,RU,50.7214,136.6319,17.76,91,31,5.01,scattered clouds
649,Bati,ET,11.1833,40.0167,67.42,27,0,2.51,clear sky
650,Wad Rawah,SD,15.1603,33.1397,84.61,15,0,9.95,clear sky
651,Leh,IN,34.1667,77.5833,25.65,73,4,2.15,clear sky
652,Sabang,ID,5.8933,95.3214,82.76,73,9,3.98,clear sky
653,Lalsot,IN,26.5667,76.3333,81.86,11,0,3.71,clear sky
654,Tando Muhammad Khan,PK,25.123,68.5358,80.92,49,10,13.29,clear sky
655,San Rafael,AR,-34.6177,-68.3301,86.09,17,0,6.71,clear sky
656,Dryden,CA,49.7833,-92.7503,24.64,67,21,4.14,few clouds
657,Gadwal,IN,16.2333,77.8,86.56,36,7,7.05,clear sky
658,Guilford,US,36.0668,-79.7998,58.95,26,0,14.97,clear sky
659,Villa Carlos Paz,AR,-31.4241,-64.4978,86.05,31,0,15.01,clear sky
660,Nandikotkur,IN,15.8667,78.2667,85.42,48,6,8.08,clear sky
661,Acajutla,SV,13.5928,-89.8275,86.72,53,53,11.21,broken clouds
662,Shu,KZ,43.5983,73.7614,44.71,68,0,4.59,clear sky
663,Gasa,PS,31.5,34.4667,57.65,76,0,13.6,clear sky
664,Turdas,RO,45.85,23.1167,49.84,47,0,1.97,clear sky
665,Luwuk,ID,-0.9516,122.7875,76.71,79,82,2.53,broken clouds
666,Ponta Delgada,PT,37.7333,-25.6667,63.32,72,40,9.22,scattered clouds
667,Gold Coast,AU,-28.0,153.4333,68.23,98,40,8.05,light rain
668,Santo Antonio Da Platina,BR,-23.295,-50.0772,80.38,74,67,3.47,broken clouds
669,Morehead,US,37.2711,-87.1764,49.86,32,0,3.44,clear sky
670,Oktyabrskiy,RU,54.4815,53.471,8.76,97,34,6.73,scattered clouds
671,Palmer,US,42.1584,-72.3287,29.86,36,75,23.02,broken clouds
672,Ricaurte,CO,4.2808,-74.7647,82.78,68,100,4.21,overcast clouds
673,San Andres,CO,12.5847,-81.7006,86.02,70,40,16.11,scattered clouds
674,Sassandra,CI,4.95,-6.0833,81.25,83,100,5.1,overcast clouds
675,Dongli,CN,23.5656,116.8194,59.02,84,100,4.83,overcast clouds
676,Richards Bay,ZA,-28.783,32.0377,74.82,78,0,14.23,clear sky
677,Santiago Del Estero,AR,-27.7951,-64.2615,93.22,27,0,19.26,clear sky
678,Hefei,CN,31.8639,117.2808,51.31,89,0,9.89,clear sky
679,Shimoda,JP,34.6667,138.95,51.1,84,100,13.53,overcast clouds
680,Sile,TR,41.1754,29.6133,56.07,61,100,6.24,overcast clouds
681,Yerbogachen,RU,61.2767,108.0108,-1.21,100,80,3.6,broken clouds
682,Orlik,RU,52.5178,99.825,-0.81,94,43,2.75,scattered clouds
683,Estevan,CA,49.1334,-102.9842,43.14,33,100,16.37,overcast clouds
684,Ukiah,US,39.1502,-123.2078,58.37,79,100,1.01,overcast clouds
685,Chitrakonda,IN,18.1167,82.0833,76.08,63,6,3.4,clear sky
